0	423974.0	6151447.0	0.221761	6.615027	0	373.652585
1	424033.0	6150889.0	0.221761	6.615030	0	373.653007
2	424092.0	6150332.0	0.221759	6.615051	0	373.656528
3	424151.0	6149774.0	0.221750	6.615124	0	373.668671
4	424210.0	6149216.0	0.221749	6.615134	0	373.670314
5	424268.0	6148658.0	0.221486	6.617373	0	374.044371
6	424327.0	6148101.0	0.221485	6.617376	0	374.044972
7	424386.0	6147543.0	0.221482	6.617407	0	374.050116
8	424534.0	6151447.0	0.221416	6.617963	0	374.143083
9	424593.0	6150889.0	0.221416	6.617967	0	374.143766
10	424652.0	6150332.0	0.221411	6.618007	0	374.150405
11	424711.0	6149774.0	0.221391	6.618179	0	374.179210
12	424770.0	6149216.0	0.221389	6.618197	0	374.182142
13	424829.0	6148658.0	0.221343	6.618587	0	374.247481
14	424888.0	6148101.0	0.221342	6.618593	0	374.248488
15	424947.0	6147543.0	0.221334	6.618657	0	374.259100
16	425094.0	6151447.0	0.220907	6.622294	0	374.868092
17	425153.0	6150889.0	0.220906	6.622301	0	374.869259
18	425212.0	6150332.0	0.220896	6.622382	0	374.882992
19	425271.0	6149774.0	0.220838	6.622875	0	374.965501
20	425330.0	6149216.0	0.220834	6.622908	0	374.971138
21	425389.0	6148658.0	0.220647	6.624499	0	375.237973
22	425448.0	6148101.0	0.220646	6.624509	0	375.239617
23	425507.0	6147543.0	0.220628	6.624658	0	375.264672
24	425654.0	6151447.0	0.220124	6.628945	0	375.985050
25	425713.0	6150889.0	0.220123	6.628957	0	375.987172
26	425772.0	6150332.0	0.220100	6.629149	0	376.019408
27	425831.0	6149774.0	0.219875	6.631067	0	376.342258
28	425890.0	6149216.0	0.219866	6.631138	0	376.354207
29	425950.0	6148659.0	0.220099	6.629162	0	376.021528
30	426009.0	6148101.0	0.220096	6.629184	0	376.025306
31	426068.0	6147543.0	0.220046	6.629611	0	376.097187
32	426214.0	6151447.0	0.218861	6.639678	0	377.796291
33	426273.0	6150889.0	0.218858	6.639703	0	377.800479
34	426332.0	6150332.0	0.218795	6.640241	0	377.891620
35	426392.0	6149774.0	0.218858	6.639703	0	377.800479
