# This file includes the efficiency of the whole farm by wind direction.
# Wind direction angle	Farm efficiency
0.000000	51.267629
1.000000	51.267629
2.000000	51.267629
3.000000	54.872102
4.000000	62.299908
5.000000	69.699571
6.000000	76.502957
7.000000	82.636244
8.000000	88.257923
9.000000	91.618793
10.000000	94.067034
11.000000	93.719485
12.000000	91.369073
13.000000	91.781998
14.000000	91.785922
15.000000	91.746980
16.000000	88.595741
17.000000	86.896839
18.000000	88.188738
19.000000	88.342331
20.000000	87.926514
21.000000	87.754662
22.000000	90.182449
23.000000	91.745660
24.000000	87.212528
25.000000	81.366629
26.000000	80.075058
27.000000	80.153032
28.000000	80.168058
29.000000	80.116291
30.000000	79.906662
31.000000	84.740719
32.000000	89.809857
33.000000	90.357054
34.000000	90.868751
35.000000	90.938332
36.000000	91.038220
37.000000	90.380424
38.000000	90.649509
39.000000	93.560372
40.000000	94.974948
41.000000	92.380406
42.000000	88.499261
43.000000	82.859387
44.000000	76.334452
45.000000	69.492014
46.000000	65.722897
47.000000	65.725718
48.000000	65.725718
49.000000	65.725718
50.000000	65.725433
51.000000	68.678062
52.000000	75.467704
53.000000	82.079153
54.000000	87.974950
55.000000	92.102315
56.000000	95.133530
57.000000	94.305353
58.000000	91.466913
59.000000	90.917633
60.000000	91.450026
61.000000	91.550527
62.000000	91.435746
63.000000	90.863690
64.000000	90.656166
65.000000	86.075575
66.000000	80.943938
67.000000	80.959319
68.000000	80.990129
69.000000	80.988419
70.000000	80.950477
71.000000	81.700916
72.000000	87.209022
73.000000	92.158627
74.000000	91.524130
75.000000	88.952826
76.000000	89.031799
77.000000	89.469561
78.000000	89.364838
79.000000	88.343559
80.000000	89.446631
81.000000	92.683159
82.000000	93.286008
83.000000	93.154379
84.000000	92.887380
85.000000	94.857924
86.000000	95.603259
87.000000	92.983298
88.000000	89.453245
89.000000	83.794002
90.000000	77.719496
91.000000	71.058527
92.000000	63.889153
93.000000	56.762644
94.000000	53.016691
95.000000	53.016691
96.000000	53.016691
97.000000	53.016691
98.000000	53.016691
99.000000	55.980071
100.000000	63.002544
101.000000	70.208127
102.000000	76.940302
103.000000	83.034615
104.000000	88.700508
105.000000	92.628443
106.000000	95.287527
107.000000	93.889837
108.000000	93.412707
109.000000	93.518683
110.000000	92.911043
111.000000	90.030342
112.000000	88.699325
113.000000	89.935057
114.000000	90.098934
115.000000	89.805951
116.000000	89.511426
117.000000	90.333205
118.000000	87.115810
119.000000	82.302333
120.000000	82.501457
121.000000	82.580846
122.000000	82.563512
123.000000	82.373905
124.000000	83.649892
125.000000	87.848194
126.000000	90.761544
127.000000	92.392694
128.000000	92.106900
129.000000	92.013116
130.000000	91.796847
131.000000	93.119247
132.000000	90.747908
133.000000	85.076665
134.000000	78.915259
135.000000	71.968368
136.000000	68.446185
137.000000	68.457964
138.000000	68.458059
139.000000	68.456954
140.000000	68.441689
141.000000	71.902844
142.000000	78.831118
143.000000	84.942288
144.000000	90.555155
145.000000	92.845301
146.000000	91.305181
147.000000	91.538023
148.000000	91.604133
149.000000	91.884440
150.000000	90.250401
151.000000	87.334262
152.000000	83.013098
153.000000	81.570617
154.000000	81.793615
155.000000	81.820867
156.000000	81.712003
157.000000	81.427676
158.000000	86.330755
159.000000	89.617242
160.000000	88.393335
161.000000	88.706057
162.000000	89.009342
163.000000	88.888759
164.000000	87.437619
165.000000	88.740971
166.000000	91.736423
167.000000	92.148095
168.000000	92.068053
169.000000	92.438065
170.000000	94.020219
171.000000	91.669866
172.000000	88.117529
173.000000	82.591647
174.000000	76.529280
175.000000	69.715831
176.000000	62.320567
177.000000	54.892654
178.000000	51.267311
179.000000	51.267311
180.000000	51.267311
181.000000	51.267311
182.000000	51.267311
183.000000	54.871575
184.000000	62.299768
185.000000	69.699507
186.000000	76.502720
187.000000	82.635499
188.000000	88.256196
189.000000	91.615514
190.000000	94.063595
191.000000	93.720940
192.000000	91.369364
193.000000	91.782051
194.000000	91.785956
195.000000	91.747999
196.000000	88.596330
197.000000	86.896955
198.000000	88.188884
199.000000	88.342514
200.000000	87.926794
201.000000	87.754939
202.000000	90.180532
203.000000	91.743841
204.000000	87.211445
205.000000	81.365791
206.000000	80.075419
207.000000	80.153358
208.000000	80.168370
209.000000	80.116641
210.000000	79.907095
211.000000	84.741631
212.000000	89.812757
213.000000	90.366654
214.000000	90.869125
215.000000	90.938877
216.000000	91.038140
217.000000	90.380863
218.000000	90.650329
219.000000	93.561899
220.000000	94.970478
221.000000	92.373931
222.000000	88.493491
223.000000	82.855343
224.000000	76.332195
225.000000	69.488925
226.000000	65.723561
227.000000	65.726377
228.000000	65.726377
229.000000	65.726377
230.000000	65.726093
231.000000	68.681992
232.000000	75.469880
233.000000	82.082797
234.000000	87.983676
235.000000	92.128317
236.000000	95.159121
237.000000	94.290411
238.000000	91.461706
239.000000	90.917825
240.000000	91.450533
241.000000	91.550541
242.000000	91.435909
243.000000	90.852351
244.000000	90.647876
245.000000	86.069321
246.000000	80.941266
247.000000	80.959738
248.000000	80.990515
249.000000	80.988806
250.000000	80.950877
251.000000	81.705997
252.000000	87.216525
253.000000	92.168325
254.000000	91.521709
255.000000	88.952914
256.000000	89.031889
257.000000	89.469596
258.000000	89.364679
259.000000	88.343029
260.000000	89.450216
261.000000	92.689521
262.000000	93.288855
263.000000	93.154388
264.000000	92.887445
265.000000	94.862501
266.000000	95.592833
267.000000	92.972598
268.000000	89.452179
269.000000	83.793917
270.000000	77.719942
271.000000	71.059288
272.000000	63.890927
273.000000	56.764707
274.000000	53.017139
275.000000	53.017139
276.000000	53.017139
277.000000	53.017139
278.000000	53.017139
279.000000	55.978745
280.000000	63.000831
281.000000	70.207211
282.000000	76.939450
283.000000	83.033896
284.000000	88.698570
285.000000	92.621682
286.000000	95.282219
287.000000	93.890546
288.000000	93.412757
289.000000	93.518966
290.000000	92.914804
291.000000	90.032347
292.000000	88.699251
293.000000	89.934879
294.000000	90.098937
295.000000	89.806003
296.000000	89.513717
297.000000	90.334540
298.000000	87.119187
299.000000	82.303551
300.000000	82.501723
301.000000	82.581116
302.000000	82.563799
303.000000	82.374229
304.000000	83.647366
305.000000	87.841363
306.000000	90.745609
307.000000	92.384145
308.000000	92.107293
309.000000	92.013282
310.000000	91.797056
311.000000	93.126626
312.000000	90.768162
313.000000	85.086631
314.000000	78.919159
315.000000	71.974836
316.000000	68.447043
317.000000	68.458815
318.000000	68.458910
319.000000	68.457807
320.000000	68.442560
321.000000	71.897331
322.000000	78.827361
323.000000	84.936123
324.000000	90.543375
325.000000	92.822212
326.000000	91.305608
327.000000	91.538361
328.000000	91.604147
329.000000	91.894272
330.000000	90.268468
331.000000	87.342032
332.000000	83.016067
333.000000	81.571161
334.000000	81.794065
335.000000	81.821319
336.000000	81.712541
337.000000	81.427495
338.000000	86.328171
339.000000	89.612811
340.000000	88.387382
341.000000	88.706428
342.000000	89.009596
343.000000	88.889068
344.000000	87.437980
345.000000	88.740901
346.000000	91.736344
347.000000	92.148399
348.000000	92.068237
349.000000	92.438214
350.000000	94.019001
351.000000	91.668320
352.000000	88.116650
353.000000	82.591189
354.000000	76.529184
355.000000	69.715888
356.000000	62.320664
357.000000	54.892605
358.000000	51.267629
359.000000	51.267629
