423974.000000	6151447.000000
429974.000000	6151727.000000
429974.000000	6151167.000000
423974.000000	6151447.000000424033.000000	6150889.000000
430033.000000	6151169.000000
430033.000000	6150609.000000
424033.000000	6150889.000000424092.000000	6150332.000000
430092.000000	6150612.000000
430092.000000	6150052.000000
424092.000000	6150332.000000424151.000000	6149774.000000
430151.000000	6150054.000000
430151.000000	6149494.000000
424151.000000	6149774.000000424210.000000	6149216.000000
430210.000000	6149496.000000
430210.000000	6148936.000000
424210.000000	6149216.000000424268.000000	6148658.000000
430268.000000	6148938.000000
430268.000000	6148378.000000
424268.000000	6148658.000000424327.000000	6148101.000000
430327.000000	6148381.000000
430327.000000	6147821.000000
424327.000000	6148101.000000424386.000000	6147543.000000
430386.000000	6147823.000000
430386.000000	6147263.000000
424386.000000	6147543.000000424534.000000	6151447.000000
430534.000000	6151727.000000
430534.000000	6151167.000000
424534.000000	6151447.000000424593.000000	6150889.000000
430593.000000	6151169.000000
430593.000000	6150609.000000
424593.000000	6150889.000000424652.000000	6150332.000000
430652.000000	6150612.000000
430652.000000	6150052.000000
424652.000000	6150332.000000424711.000000	6149774.000000
430711.000000	6150054.000000
430711.000000	6149494.000000
424711.000000	6149774.000000424770.000000	6149216.000000
430770.000000	6149496.000000
430770.000000	6148936.000000
424770.000000	6149216.000000424829.000000	6148658.000000
430829.000000	6148938.000000
430829.000000	6148378.000000
424829.000000	6148658.000000424888.000000	6148101.000000
430888.000000	6148381.000000
430888.000000	6147821.000000
424888.000000	6148101.000000424947.000000	6147543.000000
430947.000000	6147823.000000
430947.000000	6147263.000000
424947.000000	6147543.000000425094.000000	6151447.000000
431094.000000	6151727.000000
431094.000000	6151167.000000
425094.000000	6151447.000000425153.000000	6150889.000000
431153.000000	6151169.000000
431153.000000	6150609.000000
425153.000000	6150889.000000425212.000000	6150332.000000
431212.000000	6150612.000000
431212.000000	6150052.000000
425212.000000	6150332.000000425271.000000	6149774.000000
431271.000000	6150054.000000
431271.000000	6149494.000000
425271.000000	6149774.000000425330.000000	6149216.000000
431330.000000	6149496.000000
431330.000000	6148936.000000
425330.000000	6149216.000000425389.000000	6148658.000000
431389.000000	6148938.000000
431389.000000	6148378.000000
425389.000000	6148658.000000425448.000000	6148101.000000
431448.000000	6148381.000000
431448.000000	6147821.000000
425448.000000	6148101.000000425507.000000	6147543.000000
431507.000000	6147823.000000
431507.000000	6147263.000000
425507.000000	6147543.000000425654.000000	6151447.000000
431654.000000	6151727.000000
431654.000000	6151167.000000
425654.000000	6151447.000000425713.000000	6150889.000000
431713.000000	6151169.000000
431713.000000	6150609.000000
425713.000000	6150889.000000425772.000000	6150332.000000
431772.000000	6150612.000000
431772.000000	6150052.000000
425772.000000	6150332.000000425831.000000	6149774.000000
431831.000000	6150054.000000
431831.000000	6149494.000000
425831.000000	6149774.000000425890.000000	6149216.000000
431890.000000	6149496.000000
431890.000000	6148936.000000
425890.000000	6149216.000000425950.000000	6148659.000000
431950.000000	6148939.000000
431950.000000	6148379.000000
425950.000000	6148659.000000426009.000000	6148101.000000
432009.000000	6148381.000000
432009.000000	6147821.000000
426009.000000	6148101.000000426068.000000	6147543.000000
432068.000000	6147823.000000
432068.000000	6147263.000000
426068.000000	6147543.000000426214.000000	6151447.000000
432214.000000	6151727.000000
432214.000000	6151167.000000
426214.000000	6151447.000000426273.000000	6150889.000000
432273.000000	6151169.000000
432273.000000	6150609.000000
426273.000000	6150889.000000426332.000000	6150332.000000
432332.000000	6150612.000000
432332.000000	6150052.000000
426332.000000	6150332.000000426392.000000	6149774.000000
432392.000000	6150054.000000
432392.000000	6149494.000000
426392.000000	6149774.000000426451.000000	6149216.000000
432451.000000	6149496.000000
432451.000000	6148936.000000
426451.000000	6149216.000000426510.000000	6148659.000000
432510.000000	6148939.000000
432510.000000	6148379.000000
426510.000000	6148659.000000426569.000000	6148101.000000
432569.000000	6148381.000000
432569.000000	6147821.000000
426569.000000	6148101.000000426628.000000	6147543.000000
432628.000000	6147823.000000
432628.000000	6147263.000000
426628.000000	6147543.000000426774.000000	6151447.000000
432774.000000	6151727.000000
432774.000000	6151167.000000
426774.000000	6151447.000000426833.000000	6150889.000000
432833.000000	6151169.000000
432833.000000	6150609.000000
426833.000000	6150889.000000426892.000000	6150332.000000
432892.000000	6150612.000000
432892.000000	6150052.000000
426892.000000	6150332.000000426952.000000	6149774.000000
432952.000000	6150054.000000
432952.000000	6149494.000000
426952.000000	6149774.000000427011.000000	6149216.000000
433011.000000	6149496.000000
433011.000000	6148936.000000
427011.000000	6149216.000000427070.000000	6148659.000000
433070.000000	6148939.000000
433070.000000	6148379.000000
